Age,Years_of_Experience,Job_Title,Department,Education_Level,Location_Tier,Performance_Rating,Certifications,Target_Salary
44,1,Lead Data Scientist,Sales & Marketing,Bachelor's,Tier 1,5,0,163447.33
43,9,Product Manager,Sales & Marketing,Bachelor's,Tier 1,5,3,186793.95
46,2,Engineering Manager,Sales & Marketing,Master's,Tier 3 / Remote,3,1,124960.78
43,12,Financial Analyst,Engineering,Master's,Tier 2,1,0,111878.58
43,10,Financial Analyst,Finance,High School,Tier 1,2,0,111300.19
27,1,Lead Data Scientist,Sales & Marketing,High School,Tier 2,3,3,121032.39
36,13,Software Engineer,Product,PhD,Tier 1,4,2,185080.88
58,36,Senior Software Engineer,Engineering,Bachelor's,Tier 2,5,1,233153.97
54,7,Sales Executive,Engineering,Master's,Tier 3 / Remote,2,2,84239.78
29,9,Marketing Specialist,Sales & Marketing,Bachelor's,Tier 3 / Remote,3,3,87179.54
26,5,Engineering Manager,Human Resources,Bachelor's,Tier 2,4,0,148286.69
60,14,HR Manager,Product,Master's,Tier 1,2,1,164480.42
25,5,HR Manager,Product,PhD,Tier 1,5,0,189888.08
27,5,Lead Data Scientist,Human Resources,Bachelor's,Tier 1,4,4,177899.1
53,29,Financial Analyst,Engineering,Bachelor's,Tier 2,5,1,188560.46
51,23,Senior Software Engineer,Sales & Marketing,PhD,Tier 2,4,4,219177.74
56,30,Marketing Specialist,Product,High School,Tier 1,3,1,178486.49
61,40,HR Manager,Product,Bachelor's,Tier 1,5,2,282476.93
37,4,Senior Software Engineer,Finance,PhD,Tier 2,3,0,143209.95
34,2,HR Specialist,Sales & Marketing,Bachelor's,Tier 1,3,1,81220.67
51,16,Senior Software Engineer,Data & Analytics,Master's,Tier 1,3,0,190123.08
40,1,Senior Software Engineer,Engineering,Master's,Tier 1,3,2,154436.01
38,12,Lead Data Scientist,Product,Master's,Tier 1,3,1,209656.28
40,16,Financial Analyst,Finance,Bachelor's,Tier 1,4,0,168045.69
49,25,Product Manager,Sales & Marketing,Bachelor's,Tier 1,3,1,217469.55
47,24,Marketing Specialist,Data & Analytics,Master's,Tier 1,4,0,193394.46
58,13,HR Specialist,Finance,PhD,Tier 1,3,1,160981.33
47,10,Senior Software Engineer,Human Resources,PhD,Tier 2,4,1,175261.45
44,6,Marketing Specialist,Sales & Marketing,Bachelor's,Tier 1,3,0,98045.2
30,9,Software Engineer,Product,Master's,Tier 2,4,0,122948.47
33,1,Senior Software Engineer,Finance,Master's,Tier 2,4,2,132656.12
22,2,Financial Analyst,Engineering,PhD,Tier 3 / Remote,4,1,112788.24
22,2,Sales Executive,Human Resources,Bachelor's,Tier 1,5,0,102905.0
55,2,Financial Analyst,Sales & Marketing,High School,Tier 1,2,0,81190.08
53,32,Financial Analyst,Data & Analytics,Master's,Tier 1,1,2,198827.52
46,18,Product Manager,Sales & Marketing,High School,Tier 3 / Remote,3,0,128666.03
61,31,Financial Analyst,Data & Analytics,Bachelor's,Tier 3 / Remote,3,1,145878.38
22,0,Financial Analyst,Engineering,Master's,Tier 1,3,2,109472.09
37,0,HR Manager,Finance,Bachelor's,Tier 3 / Remote,1,4,76668.18
60,10,Senior Software Engineer,Product,Bachelor's,Tier 2,5,1,139925.53
26,0,Product Manager,Human Resources,High School,Tier 1,3,1,112812.4
43,22,Financial Analyst,Finance,Master's,Tier 2,4,0,168340.69
50,6,Engineering Manager,Sales & Marketing,Bachelor's,Tier 1,3,0,172218.51
24,1,Product Manager,Engineering,Master's,Tier 1,3,2,147974.32
33,5,Engineering Manager,Product,Master's,Tier 1,4,2,211448.74
47,26,Financial Analyst,Human Resources,Master's,Tier 1,4,0,220183.94
37,7,Marketing Specialist,Data & Analytics,Master's,Tier 2,3,3,106016.53
58,35,Lead Data Scientist,Product,PhD,Tier 2,3,0,258634.53
43,12,Product Manager,Engineering,Master's,Tier 1,4,0,197208.51
50,3,Product Manager,Human Resources,Bachelor's,Tier 1,2,2,131752.92
35,2,Senior Software Engineer,Engineering,PhD,Tier 1,1,2,160398.06
49,28,HR Specialist,Product,Bachelor's,Tier 2,4,4,161346.4
26,2,HR Specialist,Human Resources,PhD,Tier 2,4,3,123536.03
51,23,Product Manager,Engineering,Master's,Tier 2,5,0,209916.47
26,5,HR Manager,Data & Analytics,Bachelor's,Tier 1,2,3,119004.83
33,7,Lead Data Scientist,Human Resources,High School,Tier 2,3,2,135409.94
37,6,Software Engineer,Finance,High School,Tier 3 / Remote,4,1,75889.43
47,12,Lead Data Scientist,Sales & Marketing,Bachelor's,Tier 1,4,0,195460.59
47,2,HR Specialist,Human Resources,Bachelor's,Tier 1,4,1,95847.4
42,20,Senior Software Engineer,Product,Bachelor's,Tier 1,3,2,197279.0
60,34,HR Manager,Engineering,High School,Tier 2,4,0,186143.46
57,19,HR Specialist,Finance,Bachelor's,Tier 3 / Remote,3,0,102394.9
54,10,Software Engineer,Sales & Marketing,Bachelor's,Tier 2,4,3,114438.29
51,17,Product Manager,Data & Analytics,Bachelor's,Tier 1,3,0,187129.95
58,18,Lead Data Scientist,Product,Bachelor's,Tier 1,3,0,218135.71
44,7,Software Engineer,Finance,Master's,Tier 1,4,1,140393.51
31,8,Senior Software Engineer,Data & Analytics,Master's,Tier 3 / Remote,2,2,113195.99
26,1,Marketing Specialist,Human Resources,Bachelor's,Tier 2,5,2,81884.59
57,21,Product Manager,Product,Bachelor's,Tier 1,3,2,201008.01
55,0,Financial Analyst,Finance,Master's,Tier 2,4,0,103921.35
52,19,HR Specialist,Human Resources,Bachelor's,Tier 1,4,1,156339.15
31,8,Sales Executive,Human Resources,Master's,Tier 3 / Remote,4,1,98079.07
40,16,Marketing Specialist,Human Resources,Bachelor's,Tier 3 / Remote,3,4,100080.91
53,22,HR Manager,Product,Master's,Tier 1,4,0,212772.3
22,2,HR Manager,Engineering,Bachelor's,Tier 2,2,0,91532.07
26,6,Software Engineer,Finance,Bachelor's,Tier 1,3,1,110796.96
25,5,Lead Data Scientist,Data & Analytics,Bachelor's,Tier 3 / Remote,4,0,119575.18
37,14,Senior Software Engineer,Product,Master's,Tier 1,4,0,199637.53
45,6,Sales Executive,Sales & Marketing,Master's,Tier 2,3,1,98239.1
37,6,Software Engineer,Data & Analytics,Master's,Tier 2,2,0,100197.77
23,3,Financial Analyst,Human Resources,High School,Tier 1,3,0,90558.92
49,8,HR Specialist,Data & Analytics,Bachelor's,Tier 2,2,4,86952.29
53,28,Senior Software Engineer,Data & Analytics,PhD,Tier 1,3,1,265752.55
48,8,Senior Software Engineer,Sales & Marketing,High School,Tier 2,4,0,122793.81
41,10,HR Manager,Human Resources,PhD,Tier 1,3,2,188175.99
45,9,Financial Analyst,Finance,Master's,Tier 3 / Remote,2,0,100643.43
33,9,Senior Software Engineer,Data & Analytics,Master's,Tier 2,1,1,127646.98
56,14,Sales Executive,Finance,PhD,Tier 1,3,0,167725.61
54,7,HR Manager,Sales & Marketing,Master's,Tier 2,3,1,133609.23
54,21,Marketing Specialist,Product,Master's,Tier 2,3,3,143644.13
58,19,Engineering Manager,Product,PhD,Tier 3 / Remote,3,4,188138.74
33,8,HR Manager,Engineering,Bachelor's,Tier 1,3,1,139008.41
24,1,Senior Software Engineer,Sales & Marketing,Master's,Tier 1,3,0,143991.46
22,1,Lead Data Scientist,Product,Bachelor's,Tier 1,3,1,149490.6
54,22,Financial Analyst,Human Resources,High School,Tier 1,3,3,164798.86
61,27,HR Specialist,Product,PhD,Tier 3 / Remote,3,1,153203.21
31,8,Lead Data Scientist,Data & Analytics,Bachelor's,Tier 1,2,0,162382.97
50,9,Sales Executive,Engineering,Bachelor's,Tier 2,4,3,107060.24
34,3,Product Manager,Data & Analytics,Master's,Tier 1,4,0,165439.47
33,10,Product Manager,Sales & Marketing,High School,Tier 1,2,3,142296.93
52,22,Senior Software Engineer,Data & Analytics,Bachelor's,Tier 3 / Remote,3,1,144631.38
23,1,Senior Software Engineer,Data & Analytics,Master's,Tier 2,4,2,130742.57
56,0,Engineering Manager,Finance,Bachelor's,Tier 3 / Remote,3,1,112545.12
44,23,HR Manager,Human Resources,High School,Tier 2,3,1,145575.1
38,13,Lead Data Scientist,Product,High School,Tier 2,3,4,157411.15
47,8,Financial Analyst,Finance,Master's,Tier 2,3,1,116146.81
29,4,Senior Software Engineer,Sales & Marketing,Master's,Tier 1,3,0,149847.92
50,11,Sales Executive,Data & Analytics,Master's,Tier 3 / Remote,2,0,92894.17
47,19,Product Manager,Product,Bachelor's,Tier 3 / Remote,4,3,153306.51
31,1,Senior Software Engineer,Sales & Marketing,High School,Tier 2,2,3,88997.54
47,16,Software Engineer,Engineering,Master's,Tier 2,2,0,124949.16
55,19,Software Engineer,Finance,Master's,Tier 1,3,2,175358.7
62,7,Senior Software Engineer,Data & Analytics,Master's,Tier 2,3,2,138058.65
28,8,Lead Data Scientist,Sales & Marketing,Bachelor's,Tier 2,3,0,144439.51
25,0,Sales Executive,Sales & Marketing,Master's,Tier 2,4,1,91016.77
32,3,HR Manager,Sales & Marketing,High School,Tier 1,2,1,96275.93
50,11,Marketing Specialist,Engineering,Master's,Tier 2,3,2,120722.13
57,15,Senior Software Engineer,Sales & Marketing,Master's,Tier 1,4,1,208872.78
46,4,Senior Software Engineer,Human Resources,Bachelor's,Tier 2,3,3,120332.84
42,17,Senior Software Engineer,Finance,Bachelor's,Tier 2,2,0,141374.33
57,12,Senior Software Engineer,Data & Analytics,Bachelor's,Tier 2,3,0,131675.72
31,0,HR Manager,Human Resources,Bachelor's,Tier 1,3,2,116865.12
58,7,Sales Executive,Product,Bachelor's,Tier 3 / Remote,3,1,80790.03
30,0,HR Manager,Finance,Bachelor's,Tier 3 / Remote,3,2,79121.27
45,19,Product Manager,Sales & Marketing,Bachelor's,Tier 3 / Remote,4,1,145659.26
56,24,Marketing Specialist,Finance,Bachelor's,Tier 3 / Remote,2,2,119724.02
56,28,Engineering Manager,Engineering,Bachelor's,Tier 1,3,3,258246.26
57,2,Marketing Specialist,Human Resources,PhD,Tier 3 / Remote,3,0,88748.21
39,17,Product Manager,Sales & Marketing,Bachelor's,Tier 2,3,0,157058.9
60,17,HR Specialist,Product,Bachelor's,Tier 2,3,2,123163.01
53,23,Sales Executive,Product,PhD,Tier 3 / Remote,3,1,147952.02
45,24,Financial Analyst,Finance,Master's,Tier 2,2,0,154514.21
44,20,Sales Executive,Finance,Bachelor's,Tier 2,3,1,137471.82
53,5,Sales Executive,Product,Bachelor's,Tier 1,3,0,100440.81
58,27,Software Engineer,Human Resources,Master's,Tier 1,5,4,238320.53
33,13,Engineering Manager,Product,PhD,Tier 2,2,1,189882.87
34,3,Senior Software Engineer,Sales & Marketing,Bachelor's,Tier 1,3,0,130352.29
44,13,HR Manager,Finance,Master's,Tier 1,3,1,173753.62
46,25,Software Engineer,Product,Bachelor's,Tier 3 / Remote,3,1,124505.7
56,6,Sales Executive,Sales & Marketing,PhD,Tier 2,5,3,140299.94
62,10,Engineering Manager,Engineering,Master's,Tier 2,3,4,178379.29
51,20,Software Engineer,Product,Bachelor's,Tier 1,4,2,175795.33
38,4,Senior Software Engineer,Sales & Marketing,Master's,Tier 2,3,0,126783.55
41,12,Sales Executive,Engineering,Bachelor's,Tier 2,4,2,118000.91
46,12,Engineering Manager,Data & Analytics,Master's,Tier 2,3,5,180929.89
43,0,HR Manager,Data & Analytics,Bachelor's,Tier 2,4,1,100645.18
34,1,Software Engineer,Human Resources,Master's,Tier 3 / Remote,3,0,80620.09
40,17,Sales Executive,Engineering,PhD,Tier 2,4,5,171458.13
57,35,Marketing Specialist,Product,Bachelor's,Tier 3 / Remote,3,5,155011.46
33,13,Financial Analyst,Finance,Bachelor's,Tier 1,3,0,144889.47
62,4,Sales Executive,Sales & Marketing,Bachelor's,Tier 3 / Remote,3,0,70282.22
40,15,Software Engineer,Sales & Marketing,Bachelor's,Tier 2,2,2,116565.04
33,3,Product Manager,Product,High School,Tier 1,3,1,127765.8
30,2,Software Engineer,Product,Master's,Tier 1,3,2,118495.18
28,3,Software Engineer,Engineering,Bachelor's,Tier 1,3,0,96588.6
49,13,HR Specialist,Finance,Master's,Tier 3 / Remote,5,0,112410.96
35,4,Sales Executive,Finance,Master's,Tier 2,5,3,112367.04
52,11,HR Manager,Engineering,Bachelor's,Tier 1,3,1,150023.91
40,12,Senior Software Engineer,Human Resources,Bachelor's,Tier 2,3,1,138204.31
37,15,Product Manager,Engineering,Bachelor's,Tier 3 / Remote,3,1,126573.84
26,2,Engineering Manager,Product,Bachelor's,Tier 2,3,3,143743.31
56,26,Lead Data Scientist,Product,Bachelor's,Tier 2,2,1,187081.17
33,2,Senior Software Engineer,Finance,Bachelor's,Tier 2,3,0,104399.8
46,21,Product Manager,Data & Analytics,PhD,Tier 2,3,2,202841.53
42,3,Engineering Manager,Engineering,Bachelor's,Tier 1,3,1,170052.32
57,12,HR Manager,Sales & Marketing,PhD,Tier 3 / Remote,4,0,140509.89
44,17,Engineering Manager,Product,Bachelor's,Tier 1,5,3,247030.96
37,12,HR Specialist,Human Resources,Master's,Tier 1,3,5,144371.15
60,11,Marketing Specialist,Sales & Marketing,High School,Tier 1,3,1,101024.07
60,18,Engineering Manager,Engineering,High School,Tier 1,4,0,208794.9
35,0,HR Manager,Product,Bachelor's,Tier 2,3,3,101997.17
52,6,Product Manager,Sales & Marketing,Bachelor's,Tier 2,3,2,124334.94
26,4,HR Specialist,Finance,Master's,Tier 1,3,1,105729.61
56,0,HR Manager,Engineering,Master's,Tier 2,2,0,102134.02
44,13,Software Engineer,Human Resources,Bachelor's,Tier 2,3,3,124784.72
50,2,HR Specialist,Human Resources,Bachelor's,Tier 2,3,1,74492.44
32,8,Senior Software Engineer,Sales & Marketing,Bachelor's,Tier 2,3,2,132726.73
39,10,Engineering Manager,Engineering,Master's,Tier 3 / Remote,4,2,163321.61
33,6,Financial Analyst,Data & Analytics,Bachelor's,Tier 1,3,2,122077.51
30,6,Engineering Manager,Product,Bachelor's,Tier 3 / Remote,3,1,132603.23
31,4,Sales Executive,Sales & Marketing,PhD,Tier 2,2,1,112501.88
38,18,Marketing Specialist,Sales & Marketing,PhD,Tier 1,3,2,179570.25
59,25,Product Manager,Finance,Bachelor's,Tier 2,3,0,177710.9
28,3,HR Specialist,Engineering,Bachelor's,Tier 2,2,1,69054.11
34,3,Senior Software Engineer,Data & Analytics,PhD,Tier 1,3,2,180481.84
61,26,Senior Software Engineer,Sales & Marketing,Master's,Tier 1,2,2,221383.78
30,5,Financial Analyst,Product,Bachelor's,Tier 1,3,1,113104.29
48,21,Senior Software Engineer,Product,Master's,Tier 2,3,0,177372.3
23,2,Senior Software Engineer,Engineering,Master's,Tier 3 / Remote,2,1,107904.37
26,6,Lead Data Scientist,Human Resources,Master's,Tier 1,2,2,183428.68
50,15,Software Engineer,Data & Analytics,Master's,Tier 1,4,2,169611.03
58,7,Software Engineer,Human Resources,Master's,Tier 2,3,3,111515.94
59,24,HR Specialist,Engineering,Bachelor's,Tier 1,3,2,164172.76
40,8,Financial Analyst,Engineering,Master's,Tier 2,3,1,116435.02
29,8,Sales Executive,Finance,High School,Tier 1,4,2,109302.18
22,0,Software Engineer,Data & Analytics,Bachelor's,Tier 2,5,1,86344.37
43,18,Lead Data Scientist,Data & Analytics,Master's,Tier 2,5,1,215261.86
38,18,Software Engineer,Human Resources,Bachelor's,Tier 1,3,0,155224.63
28,4,Senior Software Engineer,Product,Bachelor's,Tier 2,5,1,132912.18
46,10,Software Engineer,Human Resources,Bachelor's,Tier 2,3,5,118353.28
25,1,Senior Software Engineer,Product,Bachelor's,Tier 2,2,0,100690.74
57,15,Marketing Specialist,Data & Analytics,Master's,Tier 2,3,2,129063.81
27,0,Senior Software Engineer,Data & Analytics,Bachelor's,Tier 1,1,0,110180.16
52,10,HR Manager,Finance,Bachelor's,Tier 2,2,2,120996.35
40,7,HR Manager,Data & Analytics,PhD,Tier 1,5,1,183726.56
60,34,Engineering Manager,Engineering,Master's,Tier 2,3,4,249926.26
48,13,Financial Analyst,Engineering,High School,Tier 2,3,2,107596.79
31,5,HR Manager,Finance,Master's,Tier 3 / Remote,3,1,99028.9
47,4,Software Engineer,Human Resources,Bachelor's,Tier 2,2,1,78358.14
40,10,Financial Analyst,Human Resources,Bachelor's,Tier 3 / Remote,3,0,96225.27
60,27,Software Engineer,Product,Bachelor's,Tier 1,5,0,211752.69
24,1,Product Manager,Sales & Marketing,Master's,Tier 1,3,0,148399.64
34,3,Marketing Specialist,Finance,Bachelor's,Tier 2,3,1,76578.56
49,10,Marketing Specialist,Product,PhD,Tier 2,1,1,118654.48
41,5,Marketing Specialist,Finance,PhD,Tier 3 / Remote,4,1,100403.94
49,7,HR Manager,Engineering,Master's,Tier 1,3,1,158179.68
29,7,Marketing Specialist,Engineering,Master's,Tier 1,4,0,129745.3
62,13,Software Engineer,Sales & Marketing,Bachelor's,Tier 2,3,2,119682.48
60,12,Senior Software Engineer,Product,Master's,Tier 3 / Remote,3,1,137748.56
22,2,HR Specialist,Sales & Marketing,Bachelor's,Tier 2,1,2,61954.16
24,4,Software Engineer,Engineering,Master's,Tier 2,5,0,111213.14
34,5,HR Manager,Engineering,Master's,Tier 2,4,2,135784.76
49,16,Engineering Manager,Data & Analytics,Bachelor's,Tier 1,4,3,225501.72
46,0,Software Engineer,Sales & Marketing,High School,Tier 2,3,0,61710.88
54,10,Product Manager,Data & Analytics,Bachelor's,Tier 1,5,1,190170.25
59,0,Lead Data Scientist,Data & Analytics,Bachelor's,Tier 2,3,0,123809.79
27,2,Lead Data Scientist,Data & Analytics,Bachelor's,Tier 1,4,0,161027.39
53,29,HR Specialist,Engineering,Bachelor's,Tier 3 / Remote,4,3,146855.22
42,13,Financial Analyst,Finance,Bachelor's,Tier 2,3,1,122443.54
37,8,Product Manager,Engineering,Bachelor's,Tier 1,4,3,171364.16
42,9,Product Manager,Product,Master's,Tier 3 / Remote,2,2,125117.52
32,11,Lead Data Scientist,Engineering,High School,Tier 2,3,2,149795.17
58,35,Software Engineer,Human Resources,High School,Tier 1,3,1,206254.13
57,21,HR Manager,Data & Analytics,Master's,Tier 3 / Remote,5,1,167272.19
56,15,HR Specialist,Engineering,Bachelor's,Tier 1,4,0,137143.76
40,17,Senior Software Engineer,Product,Master's,Tier 3 / Remote,3,2,148343.9
41,6,Marketing Specialist,Data & Analytics,PhD,Tier 2,2,3,113218.41
39,19,HR Manager,Engineering,High School,Tier 2,3,1,136313.1
62,35,Engineering Manager,Data & Analytics,Bachelor's,Tier 1,3,3,274049.56
35,1,Sales Executive,Product,Bachelor's,Tier 3 / Remote,2,4,60675.67
36,8,Senior Software Engineer,Finance,Bachelor's,Tier 1,4,1,159366.12
52,29,Lead Data Scientist,Finance,Master's,Tier 2,3,4,226853.23
22,1,Software Engineer,Product,Bachelor's,Tier 2,4,0,80546.74
24,4,Financial Analyst,Engineering,PhD,Tier 2,4,0,132003.36
37,8,Senior Software Engineer,Data & Analytics,Bachelor's,Tier 3 / Remote,5,3,125827.99
44,23,Financial Analyst,Human Resources,High School,Tier 1,5,1,190818.36
32,8,Sales Executive,Human Resources,Bachelor's,Tier 1,1,2,103812.85
33,12,Marketing Specialist,Human Resources,Bachelor's,Tier 1,2,0,111905.08
31,6,Software Engineer,Human Resources,PhD,Tier 2,3,1,132539.28
53,9,Product Manager,Human Resources,Bachelor's,Tier 1,2,3,152344.58
37,8,HR Manager,Sales & Marketing,Master's,Tier 2,5,0,148426.44
29,4,Engineering Manager,Product,Bachelor's,Tier 2,3,2,146662.6
59,32,HR Specialist,Data & Analytics,Bachelor's,Tier 2,1,3,142926.51
33,13,Engineering Manager,Product,High School,Tier 3 / Remote,3,1,131583.78
45,22,Product Manager,Finance,Master's,Tier 3 / Remote,3,1,162012.33
49,27,Senior Software Engineer,Sales & Marketing,Master's,Tier 3 / Remote,3,1,168791.71
29,8,Product Manager,Data & Analytics,Bachelor's,Tier 2,5,2,153895.07
49,4,Senior Software Engineer,Engineering,High School,Tier 1,3,3,128516.95
57,3,Marketing Specialist,Human Resources,PhD,Tier 1,3,0,126565.44
47,4,HR Specialist,Engineering,Bachelor's,Tier 3 / Remote,3,4,72341.63
29,3,HR Specialist,Sales & Marketing,Bachelor's,Tier 2,3,4,80629.39
49,24,Sales Executive,Engineering,Bachelor's,Tier 3 / Remote,3,3,125698.88
49,13,Sales Executive,Product,Bachelor's,Tier 1,3,3,135555.62
58,26,Sales Executive,Sales & Marketing,Bachelor's,Tier 3 / Remote,4,0,131523.51
62,25,Lead Data Scientist,Finance,Bachelor's,Tier 1,5,4,274769.84
57,7,HR Manager,Finance,Master's,Tier 2,4,1,131646.52
48,12,Sales Executive,Product,Master's,Tier 1,2,0,124108.64
38,10,Sales Executive,Engineering,High School,Tier 1,3,0,101854.33
30,4,Product Manager,Product,PhD,Tier 1,3,0,178169.4
54,28,Senior Software Engineer,Product,Master's,Tier 1,2,3,227325.63
41,13,Marketing Specialist,Product,Master's,Tier 1,5,0,160485.08
34,9,Senior Software Engineer,Data & Analytics,Bachelor's,Tier 1,5,0,164186.63
49,6,Financial Analyst,Engineering,PhD,Tier 2,3,1,130364.21
50,18,Sales Executive,Finance,Bachelor's,Tier 2,3,1,126302.55
34,0,Marketing Specialist,Engineering,Bachelor's,Tier 2,3,2,71796.66
56,25,Lead Data Scientist,Finance,Bachelor's,Tier 3 / Remote,3,3,177981.01
27,3,HR Manager,Sales & Marketing,Bachelor's,Tier 1,3,3,125520.82
39,19,Product Manager,Product,PhD,Tier 1,3,1,230141.49
26,6,HR Manager,Product,Bachelor's,Tier 1,3,2,131327.03
46,26,Senior Software Engineer,Human Resources,Bachelor's,Tier 3 / Remote,2,5,153669.64
23,0,Financial Analyst,Finance,Bachelor's,Tier 2,3,2,90386.7
31,11,Marketing Specialist,Finance,Bachelor's,Tier 2,3,3,105041.45
51,13,HR Manager,Finance,Master's,Tier 2,3,1,147350.21
26,5,Financial Analyst,Sales & Marketing,Bachelor's,Tier 1,3,1,108840.01
54,23,Engineering Manager,Product,Bachelor's,Tier 2,3,0,192965.71
22,0,Sales Executive,Sales & Marketing,Master's,Tier 2,3,2,84554.9
39,8,Senior Software Engineer,Finance,PhD,Tier 2,3,0,161183.05
53,26,HR Specialist,Human Resources,Bachelor's,Tier 1,3,1,171857.45
32,0,Senior Software Engineer,Human Resources,Bachelor's,Tier 3 / Remote,4,2,92954.17
42,9,HR Specialist,Engineering,Master's,Tier 1,4,2,131369.02
47,10,Sales Executive,Engineering,Bachelor's,Tier 2,4,0,107789.13
46,4,Software Engineer,Engineering,Bachelor's,Tier 2,3,1,85652.69
43,8,Engineering Manager,Engineering,PhD,Tier 1,2,3,206899.32
48,2,Product Manager,Engineering,Bachelor's,Tier 2,3,0,111264.65
34,12,HR Manager,Data & Analytics,Bachelor's,Tier 1,2,0,142114.85
54,1,Engineering Manager,Human Resources,Bachelor's,Tier 3 / Remote,5,0,121109.53
55,17,Engineering Manager,Human Resources,PhD,Tier 1,5,1,282286.28
62,13,Software Engineer,Engineering,Bachelor's,Tier 2,3,1,110219.99
